time,lat,lon,elevation,accuracy,bearing,speed
2013-06-13T07:01:58Z,33.641540,-117.833513,9.200000,37.000000,0.000000,0.000000
2013-06-13T07:02:13Z,33.641540,-117.833513,9.200000,16.000000,0.000000,0.000000
2013-06-13T07:02:26Z,33.641532,-117.833509,9.600000,7.000000,157.899994,1.500000
2013-06-13T07:02:41Z,33.641526,-117.833214,12.000000,15.000000,92.900002,1.750000
2013-06-13T07:02:54Z,33.641519,-117.832947,21.400000,10.000000,115.400002,1.500000
2013-06-13T07:03:08Z,33.641395,-117.832749,20.700001,16.000000,161.100006,0.750000
2013-06-13T07:03:23Z,33.641219,-117.832546,27.000000,20.000000,0.000000,0.000000
2013-06-13T07:03:38Z,33.641247,-117.832517,24.200001,20.000000,121.500000,1.500000
2013-06-13T07:04:01Z,33.641213,-117.832576,23.299999,14.000000,0.000000,0.000000
2013-06-13T07:04:15Z,33.641371,-117.832316,21.400000,11.000000,0.000000,0.000000
2013-06-13T07:04:34Z,33.641701,-117.832518,23.000000,18.000000,239.600006,2.250000
2013-06-13T07:04:52Z,33.641832,-117.832645,33.200001,15.000000,292.200012,1.750000
2013-06-13T07:05:08Z,33.641766,-117.833127,-0.300000,8.000000,262.000000,1.250000
2013-06-13T07:05:24Z,33.641796,-117.833362,15.200000,11.000000,305.200012,1.500000
2013-06-13T07:05:41Z,33.641843,-117.833541,3.900000,10.000000,218.000000,1.250000
2013-06-13T07:06:00Z,33.641628,-117.833884,-20.500000,32.000000,0.000000,0.000000
2013-06-13T07:06:16Z,33.641633,-117.833839,-20.400000,33.000000,0.000000,0.000000
2013-06-13T07:06:32Z,33.641638,-117.833731,-21.200001,28.000000,0.000000,0.000000
2013-06-13T07:06:49Z,33.641642,-117.833696,-25.100000,32.000000,0.000000,0.000000
2013-06-13T07:07:02Z,33.641612,-117.833584,-21.500000,11.000000,215.000000,4.250000
2013-06-13T07:07:42Z,33.641441,-117.833389,2.500000,14.000000,204.000000,3.250000
2013-06-13T07:08:23Z,33.642655,-117.836281,25.400000,10.000000,323.100006,11.000000
2013-06-13T07:08:37Z,33.642642,-117.837898,16.700001,9.000000,279.299988,15.250000
2013-06-13T07:08:54Z,33.642678,-117.840824,10.200000,11.000000,256.000000,14.250000
2013-06-13T07:09:14Z,33.642884,-117.841734,-21.100000,26.000000,340.700012,2.500000
2013-06-13T07:09:29Z,33.642856,-117.841673,-51.700001,25.000000,0.000000,0.000000
2013-06-13T07:10:01Z,33.642588,-117.841926,-38.299999,19.000000,0.000000,0.000000
2013-06-13T07:10:15Z,33.642669,-117.841965,-37.700001,11.000000,0.000000,0.000000
2013-06-13T07:10:28Z,33.642736,-117.841982,-43.500000,19.000000,0.000000,0.000000
2013-06-13T07:10:42Z,33.642727,-117.841977,-41.799999,27.000000,0.000000,0.000000
2013-06-13T07:10:56Z,33.642740,-117.841973,-41.099998,21.000000,0.000000,0.000000
2013-06-13T07:11:09Z,33.642727,-117.841983,-41.700001,12.000000,0.000000,0.000000
2013-06-13T07:11:22Z,33.642723,-117.841955,-38.799999,17.000000,0.000000,0.000000
2013-06-13T07:11:36Z,33.642717,-117.841962,-38.000000,19.000000,0.000000,0.000000
2013-06-13T07:11:51Z,33.642712,-117.841966,-39.400002,16.000000,0.000000,0.000000
2013-06-13T07:12:14Z,33.642715,-117.841966,-36.799999,20.000000,0.000000,0.000000
2013-06-13T07:12:42Z,33.642709,-117.841966,-37.599998,26.000000,0.000000,0.000000
2013-06-13T07:13:03Z,33.642702,-117.841964,-37.700001,17.000000,0.000000,0.000000
2013-06-13T07:13:17Z,33.642699,-117.841964,-36.900002,17.000000,0.000000,0.000000
