time,lat,lon,elevation,accuracy,bearing,speed
2013-06-12T07:01:44Z,33.642593,-117.837086,0.000000,14.000000,250.899994,11.000000
2013-06-12T07:02:01Z,33.642866,-117.839669,17.799999,5.000000,270.200012,13.750000
2013-06-12T07:02:13Z,33.642582,-117.841022,39.799999,8.000000,249.000000,8.250000
2013-06-12T07:02:31Z,33.642867,-117.841832,19.700001,8.000000,357.799988,3.000000
2013-06-12T07:02:46Z,33.642914,-117.842050,20.299999,15.000000,79.800003,1.000000
2013-06-12T07:03:01Z,33.642801,-117.841650,19.500000,20.000000,0.000000,0.000000
2013-06-12T07:03:17Z,33.642851,-117.841790,58.200001,25.000000,0.000000,0.000000
2013-06-12T07:03:36Z,33.642686,-117.841892,46.400002,9.000000,192.600006,1.250000
2013-06-12T07:03:49Z,33.642397,-117.841944,31.200001,9.000000,187.199997,0.750000
2013-06-12T07:04:11Z,33.641804,-117.843738,19.799999,27.000000,0.000000,0.000000
2013-06-12T07:04:28Z,33.641582,-117.845675,18.900000,11.000000,263.700012,12.000000
2013-06-12T07:04:54Z,33.642664,-117.849129,18.700001,17.000000,327.200012,14.250000
2013-06-12T07:05:08Z,33.644308,-117.849137,11.600000,9.000000,4.200000,14.000000
2013-06-12T07:05:31Z,33.646461,-117.848781,-12.400000,18.000000,51.200001,5.220153
2013-06-12T07:05:46Z,33.647418,-117.847633,-0.400000,8.000000,30.600000,10.750000
2013-06-12T07:06:06Z,33.648762,-117.845931,-47.400002,15.000000,65.599998,11.180340
2013-06-12T07:06:22Z,33.649226,-117.843570,-21.900000,11.000000,65.099998,11.261106
2013-06-12T07:06:50Z,33.650885,-117.841890,-12.900000,11.000000,57.900002,5.344389
2013-06-12T07:07:09Z,33.651710,-117.840388,-26.400000,8.000000,50.299999,11.000000
2013-06-12T07:07:45Z,33.652742,-117.841466,-12.800000,6.000000,239.899994,3.750000
2013-06-12T07:09:00Z,33.651979,-117.841687,-17.299999,7.000000,0.000000,0.000000
2013-06-12T07:09:29Z,33.651959,-117.841714,-34.599998,10.000000,0.000000,0.000000
2013-06-12T07:09:42Z,33.651936,-117.841717,-38.099998,13.000000,0.000000,0.000000
2013-06-12T07:10:04Z,33.651926,-117.841733,-42.700001,8.000000,0.000000,0.000000
2013-06-12T07:11:42Z,33.651925,-117.841721,-40.299999,27.000000,0.000000,0.000000
2013-06-12T07:11:57Z,33.651933,-117.841707,-32.500000,20.000000,0.000000,0.000000
2013-06-12T07:12:12Z,33.651934,-117.841705,-30.500000,28.000000,0.000000,0.000000
2013-06-12T07:12:27Z,33.651941,-117.841698,-26.299999,14.000000,0.000000,0.000000
2013-06-12T07:12:42Z,33.651946,-117.841687,-22.500000,27.000000,0.000000,0.000000
2013-06-12T07:13:14Z,33.651939,-117.841683,-20.700001,17.000000,0.000000,0.000000
2013-06-12T07:13:38Z,33.651934,-117.841684,-18.299999,10.000000,0.000000,0.000000
2013-06-12T07:13:52Z,33.651938,-117.841685,-18.400000,9.000000,0.000000,0.000000
2013-06-12T07:14:05Z,33.651925,-117.841693,-23.900000,10.000000,0.000000,0.000000
2013-06-12T07:14:26Z,33.651922,-117.841695,-27.299999,18.000000,0.000000,0.000000
2013-06-12T07:15:31Z,33.651927,-117.841690,-27.299999,19.000000,0.000000,0.000000
2013-06-12T07:15:46Z,33.651920,-117.841692,-32.299999,15.000000,0.000000,0.000000
2013-06-12T07:16:09Z,33.651900,-117.841694,-49.900002,45.000000,0.000000,0.000000
2013-06-12T07:16:41Z,33.651881,-117.841698,-65.900002,26.000000,0.000000,0.000000
2013-06-12T07:17:45Z,33.651873,-117.841699,-66.900002,12.000000,0.000000,0.000000
2013-06-12T07:19:17Z,33.651866,-117.841700,-71.199997,33.000000,0.000000,0.000000
2013-06-12T07:19:32Z,33.651861,-117.841700,-73.900002,42.000000,0.000000,0.000000
2013-06-12T07:19:49Z,33.651857,-117.841701,-76.300003,40.000000,0.000000,0.000000
2013-06-12T07:21:28Z,33.651861,-117.841705,-76.599998,12.000000,0.000000,0.000000
2013-06-12T07:22:16Z,33.651868,-117.841707,-76.800003,18.000000,0.000000,0.000000
2013-06-12T07:22:45Z,33.651869,-117.841711,-75.500000,12.000000,0.000000,0.000000
2013-06-12T07:24:29Z,33.651869,-117.841712,-75.599998,13.000000,0.000000,0.000000
2013-06-12T07:24:42Z,33.651866,-117.841716,-75.599998,15.000000,0.000000,0.000000
2013-06-12T07:24:56Z,33.651864,-117.841718,-75.800003,14.000000,0.000000,0.000000
2013-06-12T07:25:10Z,33.651862,-117.841722,-75.500000,14.000000,0.000000,0.000000
2013-06-12T07:25:23Z,33.651861,-117.841724,-77.199997,18.000000,0.000000,0.000000
2013-06-12T07:25:37Z,33.651859,-117.841726,-77.599998,16.000000,0.000000,0.000000
2013-06-12T07:25:52Z,33.651851,-117.841730,-77.599998,22.000000,0.000000,0.000000
2013-06-12T07:26:06Z,33.651848,-117.841732,-77.599998,18.000000,0.000000,0.000000
2013-06-12T07:26:20Z,33.651850,-117.841735,-77.800003,27.000000,0.000000,0.000000
2013-06-12T07:26:34Z,33.651849,-117.841737,-79.300003,31.000000,0.000000,0.000000
2013-06-12T07:26:50Z,33.651852,-117.841739,-80.300003,33.000000,0.000000,0.000000
2013-06-12T07:27:07Z,33.651862,-117.841741,-81.400002,39.000000,0.000000,0.000000
2013-06-12T07:27:22Z,33.651866,-117.841742,-82.000000,24.000000,0.000000,0.000000
2013-06-12T07:27:36Z,33.651866,-117.841741,-82.300003,28.000000,0.000000,0.000000
2013-06-12T07:27:50Z,33.651867,-117.841741,-82.900002,29.000000,0.000000,0.000000
2013-06-12T07:28:05Z,33.651865,-117.841739,-83.199997,28.000000,0.000000,0.000000
2013-06-12T07:28:19Z,33.651872,-117.841736,-83.300003,26.000000,0.000000,0.000000
2013-06-12T07:29:34Z,33.651870,-117.841731,-82.199997,50.000000,0.000000,0.000000
2013-06-12T07:29:50Z,33.651866,-117.841734,-80.699997,28.000000,0.000000,0.000000
2013-06-12T07:32:19Z,33.651873,-117.841740,-80.699997,6.000000,30.000000,0.500000
2013-06-12T07:32:44Z,33.652305,-117.841190,-22.700001,9.000000,322.299988,5.750000
2013-06-12T07:32:57Z,33.652703,-117.841321,-12.100000,16.000000,61.000000,4.250000
2013-06-12T07:33:26Z,33.651748,-117.839490,-22.500000,10.000000,103.599998,11.000000
2013-06-12T07:33:49Z,33.651217,-117.837055,-9.900000,17.000000,0.000000,0.000000
2013-06-12T07:34:08Z,33.649622,-117.837078,-26.100000,19.000000,178.600006,6.250000
2013-06-12T07:34:25Z,33.648548,-117.837725,-6.100000,15.000000,207.699997,8.250000
2013-06-12T07:34:38Z,33.648295,-117.837697,15.900000,10.000000,0.000000,0.000000
2013-06-12T07:34:51Z,33.648299,-117.837726,17.200001,20.000000,0.000000,0.000000
2013-06-12T07:35:39Z,33.646028,-117.835320,8.500000,15.000000,178.000000,11.750000
2013-06-12T07:35:52Z,33.644373,-117.835365,-8.600000,12.000000,190.800003,13.000000
2013-06-12T07:36:05Z,33.643081,-117.836037,10.600000,13.000000,215.399994,10.250000
2013-06-12T07:36:28Z,33.642155,-117.836091,21.700001,14.000000,142.199997,11.500000
2013-06-12T07:36:56Z,33.640977,-117.833575,30.000000,12.000000,27.500000,6.329494
2013-06-12T07:37:30Z,33.642202,-117.833756,5.300000,8.000000,286.700012,3.783186
2013-06-12T07:37:44Z,33.641706,-117.833872,21.200001,12.000000,77.900002,4.750000
2013-06-12T07:38:19Z,33.641622,-117.833503,25.900000,13.000000,103.199997,1.414214
2013-06-12T07:38:44Z,33.641613,-117.833364,34.400002,24.000000,212.899994,0.250000
2013-06-12T07:40:41Z,33.641715,-117.833326,39.799999,48.000000,299.000000,0.500000
2013-06-12T07:41:13Z,33.641653,-117.833304,56.400002,60.000000,102.000000,0.750000
2013-06-12T07:43:01Z,33.641593,-117.833227,58.299999,49.000000,0.000000,0.000000
2013-06-12T07:43:20Z,33.641612,-117.833211,55.799999,47.000000,0.000000,0.000000
2013-06-12T07:44:27Z,33.641622,-117.833191,55.200001,120.000000,0.000000,0.000000
2013-06-12T07:45:09Z,33.641614,-117.833186,54.500000,77.000000,0.000000,0.000000
2013-06-12T07:45:38Z,33.641595,-117.833239,54.299999,50.000000,0.000000,0.000000
2013-06-12T07:45:55Z,33.641589,-117.833281,51.599998,36.000000,0.000000,0.000000
2013-06-12T07:46:11Z,33.641589,-117.833303,49.099998,39.000000,0.000000,0.000000
2013-06-12T07:46:28Z,33.641587,-117.833260,49.000000,47.000000,0.000000,0.000000
2013-06-12T07:46:43Z,33.641591,-117.833289,48.000000,25.000000,0.000000,0.000000
2013-06-12T07:46:59Z,33.641579,-117.833360,45.400002,30.000000,0.000000,0.000000
2013-06-12T07:47:38Z,33.641577,-117.833384,44.099998,51.000000,0.000000,0.000000
2013-06-12T07:47:54Z,33.641588,-117.833395,41.900002,34.000000,0.000000,0.000000
2013-06-12T07:48:09Z,33.641588,-117.833408,41.200001,28.000000,0.000000,0.000000
2013-06-12T07:48:24Z,33.641587,-117.833418,40.799999,28.000000,0.000000,0.000000
2013-06-12T07:48:39Z,33.641587,-117.833420,45.799999,30.000000,0.000000,0.000000
2013-06-12T07:48:55Z,33.641587,-117.833425,44.500000,32.000000,0.000000,0.000000
