time,lat,lon,elevation,accuracy,bearing,speed
2013-06-10T07:01:46Z,33.651974,-117.841756,10.400000,20.000000,0.000000,0.000000
2013-06-10T07:02:01Z,33.651976,-117.841748,10.800000,24.000000,0.000000,0.000000
2013-06-10T07:02:16Z,33.651980,-117.841725,5.100000,24.000000,0.000000,0.000000
2013-06-10T07:02:31Z,33.651971,-117.841721,-7.600000,28.000000,0.000000,0.000000
2013-06-10T07:02:45Z,33.651971,-117.841722,-8.300000,28.000000,0.000000,0.000000
2013-06-10T07:03:00Z,33.651965,-117.841716,-7.200000,18.000000,0.000000,0.000000
2013-06-10T07:03:16Z,33.651968,-117.841707,-9.100000,24.000000,0.000000,0.000000
2013-06-10T07:03:32Z,33.651952,-117.841723,-10.600000,12.000000,0.000000,0.000000
2013-06-10T07:03:46Z,33.651950,-117.841734,-14.600000,13.000000,0.000000,0.000000
2013-06-10T07:04:00Z,33.651949,-117.841735,-14.300000,20.000000,0.000000,0.000000
2013-06-10T07:04:16Z,33.651949,-117.841735,-14.600000,26.000000,0.000000,0.000000
2013-06-10T07:04:40Z,33.651948,-117.841730,-15.200000,19.000000,0.000000,0.000000
2013-06-10T07:04:55Z,33.651964,-117.841715,-14.900000,12.000000,0.000000,0.000000
2013-06-10T07:05:41Z,33.651958,-117.841723,-13.800000,22.000000,0.000000,0.000000
2013-06-10T07:06:01Z,33.651958,-117.841723,-13.800000,50.000000,0.000000,0.000000
2013-06-10T07:06:16Z,33.651946,-117.841727,-12.800000,26.000000,0.000000,0.000000
2013-06-10T07:06:31Z,33.651935,-117.841730,-11.800000,21.000000,0.000000,0.000000
2013-06-10T07:06:46Z,33.651934,-117.841735,-11.200000,19.000000,0.000000,0.000000
2013-06-10T07:07:07Z,33.651937,-117.841724,-12.900000,12.000000,0.000000,0.000000
2013-06-10T07:07:22Z,33.651951,-117.841722,-12.400000,8.000000,0.000000,0.000000
2013-06-10T07:07:36Z,33.651955,-117.841727,-11.700000,17.000000,0.000000,0.000000
2013-06-10T07:07:51Z,33.651949,-117.841733,-10.400000,16.000000,0.000000,0.000000
2013-06-10T07:08:38Z,33.651944,-117.841738,-9.200000,16.000000,0.000000,0.000000
2013-06-10T07:09:11Z,33.651939,-117.841730,-10.400000,13.000000,0.000000,0.000000
2013-06-10T07:09:36Z,33.651933,-117.841734,-9.200000,14.000000,0.000000,0.000000
2013-06-10T07:09:52Z,33.651932,-117.841731,-10.200000,9.000000,0.000000,0.000000
2013-06-10T07:10:22Z,33.651938,-117.841729,-11.100000,14.000000,0.000000,0.000000
